 ,image,char,Open Sans,Sansation,Titillium Web,Ubuntu Mono,Alex Brush
2308,house+cat_93.jpg_0,e,1,0,0,0,0
2309,jogging_90.jpg_0,t,0,0,1,0,0
2310,jogging_90.jpg_0,h,0,0,1,0,0
2311,jogging_90.jpg_0,e,0,0,1,0,0
2312,house+cat_32.jpg_0,L,0,1,0,0,0
2313,house+cat_32.jpg_0,I,0,1,0,0,0
2314,house+cat_32.jpg_0,S,0,1,0,0,0
2315,house+cat_32.jpg_0,T,0,1,0,0,0
2316,stage_104.jpg_0,g,0,0,0,1,0
2317,stage_104.jpg_0,u,0,0,0,1,0
2318,stage_104.jpg_0,e,0,0,0,1,0
2319,stage_104.jpg_0,s,0,0,0,1,0
2320,stage_104.jpg_0,s,0,0,0,1,0
2321,turtles_34.jpg_0,s,1,0,0,0,0
2322,turtles_34.jpg_0,o,1,0,0,0,0
2323,turtles_34.jpg_0,",",1,0,0,0,0
2324,cows_1.jpg_0,a,0,0,0,0,1
2325,cows_1.jpg_0,f,0,0,0,0,1
2326,cows_1.jpg_0,t,0,0,0,0,1
2327,cows_1.jpg_0,e,0,0,0,0,1
2328,cows_1.jpg_0,r,0,0,0,0,1
2329,delhi_40.jpg_0,2,0,1,0,0,0
2330,delhi_40.jpg_0,2,0,1,0,0,0
2331,delhi_40.jpg_0,:,0,1,0,0,0
2332,delhi_40.jpg_0,0,0,1,0,0,0
2333,delhi_40.jpg_0,5,0,1,0,0,0
2334,delhi_40.jpg_0,:,0,1,0,0,0
2335,delhi_40.jpg_0,2,0,1,0,0,0
2336,delhi_40.jpg_0,9,0,1,0,0,0
2337,kathak_53.jpg_0,a,1,0,0,0,0
2338,kathak_53.jpg_0,n,1,0,0,0,0
2339,kathak_53.jpg_0,d,1,0,0,0,0
2340,ant+hill_102.jpg_0,A,0,1,0,0,0
2341,ant+hill_102.jpg_0,n,0,1,0,0,0
2342,ant+hill_102.jpg_0,d,0,1,0,0,0
2343,san+diego_44.jpg_0,l,0,0,1,0,0
2344,san+diego_44.jpg_0,o,0,0,1,0,0
2345,san+diego_44.jpg_0,t,0,0,1,0,0
2346,coal_43.jpg_0,t,1,0,0,0,0
2347,coal_43.jpg_0,o,1,0,0,0,0
2348,coal_43.jpg_0,o,1,0,0,0,0
2349,coal_43.jpg_0,.,1,0,0,0,0
2350,lion_78.jpg_0,y,0,0,0,1,0
2351,lion_78.jpg_0,o,0,0,0,1,0
2352,lion_78.jpg_0,u,0,0,0,1,0
2353,cream_113.jpg_0,T,1,0,0,0,0
2354,cream_113.jpg_0,u,1,0,0,0,0
2355,cream_113.jpg_0,e,1,0,0,0,0
2356,cream_113.jpg_0,",",1,0,0,0,0
2357,oxford_53.jpg_0,t,0,1,0,0,0
2358,oxford_53.jpg_0,h,0,1,0,0,0
2359,oxford_53.jpg_0,e,0,1,0,0,0
2360,chocolate_90.jpg_0,a,0,0,1,0,0
2361,chocolate_90.jpg_0,l,0,0,1,0,0
2362,chocolate_90.jpg_0,l,0,0,1,0,0
2363,kathak_85.jpg_0,U,1,0,0,0,0
2364,kathak_85.jpg_0,S,1,0,0,0,0
2365,kathak_85.jpg_0,A,1,0,0,0,0
2366,oxford_63.jpg_0,w,0,1,0,0,0
2367,oxford_63.jpg_0,o,0,1,0,0,0
2368,oxford_63.jpg_0,r,0,1,0,0,0
2369,oxford_63.jpg_0,l,0,1,0,0,0
2370,oxford_63.jpg_0,d,0,1,0,0,0
2371,night_81.jpg_0,i,0,0,0,1,0
2372,night_81.jpg_0,d,0,0,0,1,0
2373,night_81.jpg_0,),0,0,0,1,0
2374,sun_149.jpg_0,J,0,0,0,0,1
2375,sun_149.jpg_0,o,0,0,0,0,1
2376,sun_149.jpg_0,h,0,0,0,0,1
2377,sun_149.jpg_0,n,0,0,0,0,1
2378,wall_118.jpg_0,o,0,0,0,1,0
2379,wall_118.jpg_0,l,0,0,0,1,0
2380,wall_118.jpg_0,d,0,0,0,1,0
2381,net_128.jpg_0,c,0,0,1,0,0
2382,net_128.jpg_0,a,0,0,1,0,0
2383,net_128.jpg_0,n,0,0,1,0,0
2384,hill_101.jpg_0,s,0,1,0,0,0
2385,hill_101.jpg_0,o,0,1,0,0,0
2386,hill_101.jpg_0,m,0,1,0,0,0
2387,hill_101.jpg_0,e,0,1,0,0,0
2388,tree+trunk_32.jpg_0,t,0,0,0,1,0
2389,tree+trunk_32.jpg_0,h,0,0,0,1,0
2390,tree+trunk_32.jpg_0,e,0,0,0,1,0
2391,monuments_106.jpg_0,1,0,0,1,0,0
2392,monuments_106.jpg_0,9,0,0,1,0,0
2393,monuments_106.jpg_0,9,0,0,1,0,0
2394,monuments_106.jpg_0,3,0,0,1,0,0
2395,kite_146.jpg_0,A,0,0,1,0,0
2396,kite_146.jpg_0,r,0,0,1,0,0
2397,kite_146.jpg_0,m,0,0,1,0,0
2398,kite_146.jpg_0,e,0,0,1,0,0
2399,kite_146.jpg_0,n,0,0,1,0,0
2400,kite_146.jpg_0,i,0,0,1,0,0
2401,kite_146.jpg_0,a,0,0,1,0,0
2402,kite_146.jpg_0,n,0,0,1,0,0
2403,swan_64.jpg_0,F,0,0,0,1,0
2404,swan_64.jpg_0,r,0,0,0,1,0
2405,swan_64.jpg_0,o,0,0,0,1,0
2406,swan_64.jpg_0,m,0,0,0,1,0
2407,swan_64.jpg_0,:,0,0,0,1,0
2408,farm_120.jpg_0,b,0,0,0,0,1
2409,farm_120.jpg_0,u,0,0,0,0,1
2410,farm_120.jpg_0,t,0,0,0,0,1
2411,desert_119.jpg_0,D,1,0,0,0,0
2412,desert_119.jpg_0,i,1,0,0,0,0
2413,desert_119.jpg_0,s,1,0,0,0,0
2414,desert_119.jpg_0,t,1,0,0,0,0
2415,desert_119.jpg_0,r,1,0,0,0,0
2416,desert_119.jpg_0,i,1,0,0,0,0
2417,desert_119.jpg_0,b,1,0,0,0,0
2418,desert_119.jpg_0,u,1,0,0,0,0
2419,desert_119.jpg_0,t,1,0,0,0,0
2420,desert_119.jpg_0,i,1,0,0,0,0
2421,desert_119.jpg_0,o,1,0,0,0,0
2422,desert_119.jpg_0,n,1,0,0,0,0
2423,desert_119.jpg_0,:,1,0,0,0,0
2424,desert_136.jpg_0,M,0,1,0,0,0
2425,desert_136.jpg_0,a,0,1,0,0,0
2426,desert_136.jpg_0,c,0,1,0,0,0
2427,desert_136.jpg_0,',0,1,0,0,0
2428,desert_136.jpg_0,s,0,1,0,0,0
2429,coal_8.jpg_0,i,0,0,0,0,1
2430,coal_8.jpg_0,t,0,0,0,0,1
2431,coal_8.jpg_0,',0,0,0,0,1
2432,coal_8.jpg_0,s,0,0,0,0,1
2433,coffee_29.jpg_0,f,0,1,0,0,0
2434,coffee_29.jpg_0,e,0,1,0,0,0
2435,coffee_29.jpg_0,e,0,1,0,0,0
2436,oxford_53.jpg_0,G,0,1,0,0,0
2437,oxford_53.jpg_0,M,0,1,0,0,0
2438,oxford_53.jpg_0,T,0,1,0,0,0
2439,vintage+cars_113.jpg_0,f,0,0,1,0,0
2440,vintage+cars_113.jpg_0,o,0,0,1,0,0
2441,vintage+cars_113.jpg_0,r,0,0,1,0,0
2442,texture_29.jpg_0,a,0,0,0,0,1
2443,texture_29.jpg_0,n,0,0,0,0,1
2444,texture_29.jpg_0,d,0,0,0,0,1
2445,asphalt_6.jpg_0,K,0,1,0,0,0
2446,asphalt_6.jpg_0,e,0,1,0,0,0
2447,asphalt_6.jpg_0,y,0,1,0,0,0
2448,asphalt_6.jpg_0,w,0,1,0,0,0
2449,asphalt_6.jpg_0,o,0,1,0,0,0
2450,asphalt_6.jpg_0,r,0,1,0,0,0
2451,asphalt_6.jpg_0,d,0,1,0,0,0
2452,asphalt_6.jpg_0,s,0,1,0,0,0
2453,asphalt_6.jpg_0,:,0,1,0,0,0
2454,bedroom_12.jpg_0,y,0,0,1,0,0
2455,bedroom_12.jpg_0,o,0,0,1,0,0
2456,bedroom_12.jpg_0,u,0,0,1,0,0
2457,horse_104.jpg_0,A,0,1,0,0,0
2458,horse_104.jpg_0,p,0,1,0,0,0
2459,horse_104.jpg_0,r,0,1,0,0,0
2460,resort_95.jpg_0,g,0,0,1,0,0
2461,resort_95.jpg_0,o,0,0,1,0,0
2462,resort_95.jpg_0,t,0,0,1,0,0
2463,camping_44.jpg_0,i,0,0,0,0,1
2464,camping_44.jpg_0,t,0,0,0,0,1
2465,camping_44.jpg_0,",",0,0,0,0,1
2466,silk_56.jpg_0,m,0,0,0,0,1
2467,silk_56.jpg_0,u,0,0,0,0,1
2468,silk_56.jpg_0,s,0,0,0,0,1
2469,silk_56.jpg_0,t,0,0,0,0,1
2470,wall_1.jpg_0,0,0,1,0,0,0
2471,wall_1.jpg_0,.,0,1,0,0,0
2472,wall_1.jpg_0,3,0,1,0,0,0
2473,desert_119.jpg_0,1,1,0,0,0,0
2474,desert_119.jpg_0,9,1,0,0,0,0
2475,desert_119.jpg_0,9,1,0,0,0,0
2476,desert_119.jpg_0,3,1,0,0,0,0
2477,leather_134.jpg_0,s,0,0,0,0,1
2478,leather_134.jpg_0,e,0,0,0,0,1
2479,leather_134.jpg_0,e,0,0,0,0,1
2480,leather_134.jpg_0,n,0,0,0,0,1
2481,tree+trunk_110.jpg_0,t,0,0,1,0,0
2482,tree+trunk_110.jpg_0,h,0,0,1,0,0
2483,tree+trunk_110.jpg_0,e,0,0,1,0,0
2484,tree+trunk_110.jpg_0,n,0,0,1,0,0
2485,farmer_55.jpg_0,t,0,0,0,1,0
2486,farmer_55.jpg_0,h,0,0,0,1,0
2487,farmer_55.jpg_0,e,0,0,0,1,0
2488,silk_23.jpg_0,N,1,0,0,0,0
2489,silk_23.jpg_0,H,1,0,0,0,0
2490,silk_23.jpg_0,L,1,0,0,0,0
2491,farm_0.jpg_0,o,0,1,0,0,0
2492,farm_0.jpg_0,n,0,1,0,0,0
2493,farm_0.jpg_0,e,0,1,0,0,0
2494,coal_8.jpg_0,t,0,1,0,0,0
2495,coal_8.jpg_0,h,0,1,0,0,0
2496,coal_8.jpg_0,e,0,1,0,0,0
2497,kite_12.jpg_0,"""",1,0,0,0,0
2498,kite_12.jpg_0,r,1,0,0,0,0
2499,kite_12.jpg_0,a,1,0,0,0,0
2500,kite_12.jpg_0,r,1,0,0,0,0
2501,kite_12.jpg_0,e,1,0,0,0,0
2502,kite_12.jpg_0,"""",1,0,0,0,0
2503,net_7.jpg_0,e,0,0,0,1,0
2504,net_7.jpg_0,s,0,0,0,1,0
2505,net_7.jpg_0,c,0,0,0,1,0
2506,net_7.jpg_0,a,0,0,0,1,0
2507,net_7.jpg_0,p,0,0,0,1,0
2508,net_7.jpg_0,e,0,0,0,1,0
2509,mesh_54.jpg_0,(,0,1,0,0,0
2510,mesh_54.jpg_0,D,0,1,0,0,0
2511,mesh_54.jpg_0,o,0,1,0,0,0
2512,mesh_54.jpg_0,n,0,1,0,0,0
2513,rajasthan_63.jpg_0,t,1,0,0,0,0
2514,rajasthan_63.jpg_0,r,1,0,0,0,0
2515,rajasthan_63.jpg_0,y,1,0,0,0,0
2516,peacock_35.jpg_0,C,0,0,0,0,1
2517,peacock_35.jpg_0,a,0,0,0,0,1
2518,peacock_35.jpg_0,r,0,0,0,0,1
2519,sandwich_12.jpg_0,a,0,0,0,0,1
2520,sandwich_12.jpg_0,n,0,0,0,0,1
2521,sandwich_12.jpg_0,d,0,0,0,0,1
2522,dog_136.jpg_0,E,0,0,0,1,0
2523,dog_136.jpg_0,D,0,0,0,1,0
2524,dog_136.jpg_0,T,0,0,0,1,0
2525,desert_119.jpg_0,B,0,0,0,1,0
2526,desert_119.jpg_0,B,0,0,0,1,0
2527,desert_119.jpg_0,S,0,0,0,1,0
2528,mesh_65.jpg_0,A,0,0,0,0,1
2529,mesh_65.jpg_0,r,0,0,0,0,1
2530,mesh_65.jpg_0,m,0,0,0,0,1
2531,mesh_65.jpg_0,s,0,0,0,0,1
2532,mesh_65.jpg_0,",",0,0,0,0,1
2533,silk_23.jpg_0,c,0,0,0,0,1
2534,silk_23.jpg_0,o,0,0,0,0,1
2535,silk_23.jpg_0,m,0,0,0,0,1
2536,silk_23.jpg_0,e,0,0,0,0,1
2537,silk_23.jpg_0,s,0,0,0,0,1
2538,aquarium_56.jpg_0,S,0,0,1,0,0
2539,aquarium_56.jpg_0,e,0,0,1,0,0
2540,aquarium_56.jpg_0,n,0,0,1,0,0
2541,aquarium_56.jpg_0,d,0,0,1,0,0
2542,aquarium_56.jpg_0,e,0,0,1,0,0
2543,aquarium_56.jpg_0,r,0,0,1,0,0
2544,aquarium_56.jpg_0,:,0,0,1,0,0
2545,eagle_90.jpg_0,L,0,0,0,1,0
2546,eagle_90.jpg_0,a,0,0,0,1,0
2547,eagle_90.jpg_0,r,0,0,0,1,0
2548,eagle_90.jpg_0,r,0,0,0,1,0
2549,eagle_90.jpg_0,y,0,0,0,1,0
2550,kathak_53.jpg_0,t,0,1,0,0,0
2551,kathak_53.jpg_0,h,0,1,0,0,0
2552,kathak_53.jpg_0,e,0,1,0,0,0
2553,mouth+of+a+river_4.jpg_0,l,0,0,0,0,1
2554,mouth+of+a+river_4.jpg_0,e,0,0,0,0,1
2555,mouth+of+a+river_4.jpg_0,a,0,0,0,0,1
2556,mouth+of+a+river_4.jpg_0,s,0,0,0,0,1
2557,mouth+of+a+river_4.jpg_0,t,0,0,0,0,1
2558,texture_72.jpg_0,n,0,0,1,0,0
2559,texture_72.jpg_0,o,0,0,1,0,0
2560,texture_72.jpg_0,t,0,0,1,0,0
2561,person_95.jpg_0,y,0,0,1,0,0
2562,person_95.jpg_0,o,0,0,1,0,0
2563,person_95.jpg_0,u,0,0,1,0,0
2564,person_95.jpg_0,r,0,0,1,0,0
2565,kite_97.jpg_0,h,0,0,0,1,0
2566,kite_97.jpg_0,a,0,0,0,1,0
2567,kite_97.jpg_0,s,0,0,0,1,0
2568,hill_41.jpg_0,t,1,0,0,0,0
2569,hill_41.jpg_0,h,1,0,0,0,0
2570,hill_41.jpg_0,e,1,0,0,0,0
2571,farmer_58.jpg_0,O,0,0,0,0,1
2572,farmer_58.jpg_0,n,0,0,0,0,1
2573,farmer_58.jpg_0,e,0,0,0,0,1
2574,cream_134.jpg_0,1,1,0,0,0,0
2575,cream_134.jpg_0,9,1,0,0,0,0
2576,cream_134.jpg_0,1,1,0,0,0,0
2577,cream_134.jpg_0,9,1,0,0,0,0
2578,cream_134.jpg_0,),1,0,0,0,0
2579,kathmandu_139.jpg_0,e,0,0,0,1,0
2580,kathmandu_139.jpg_0,t,0,0,0,1,0
2581,kathmandu_139.jpg_0,c,0,0,0,1,0
2582,kathmandu_139.jpg_0,.,0,0,0,1,0
2583,tennis_133.jpg_0,n,1,0,0,0,0
2584,tennis_133.jpg_0,a,1,0,0,0,0
2585,tennis_133.jpg_0,m,1,0,0,0,0
2586,tennis_133.jpg_0,e,1,0,0,0,0
2587,chocolate_115.jpg_0,t,0,0,0,1,0
2588,chocolate_115.jpg_0,h,0,0,0,1,0
2589,chocolate_115.jpg_0,i,0,0,0,1,0
2590,chocolate_115.jpg_0,s,0,0,0,1,0
2591,chocolate_115.jpg_0,:,0,0,0,1,0
2592,eric+clapton_118.jpg_0,o,1,0,0,0,0
2593,eric+clapton_118.jpg_0,u,1,0,0,0,0
2594,eric+clapton_118.jpg_0,t,1,0,0,0,0
2595,cows_13.jpg_0,c,0,1,0,0,0
2596,cows_13.jpg_0,a,0,1,0,0,0
2597,cows_13.jpg_0,n,0,1,0,0,0
2598,zebra_42.jpg_0,>,1,0,0,0,0
2599,zebra_42.jpg_0,a,1,0,0,0,0
2600,zebra_42.jpg_0,r,1,0,0,0,0
2601,zebra_42.jpg_0,e,1,0,0,0,0
2602,zebra_42.jpg_0,a,1,0,0,0,0
2603,zebra_42.jpg_0,s,1,0,0,0,0
2604,leopard_4.jpg_0,n,0,1,0,0,0
2605,leopard_4.jpg_0,o,0,1,0,0,0
2606,leopard_4.jpg_0,t,0,1,0,0,0
2607,flowers_102.jpg_0,f,1,0,0,0,0
2608,flowers_102.jpg_0,o,1,0,0,0,0
2609,flowers_102.jpg_0,r,1,0,0,0,0
2610,silk_56.jpg_0,G,1,0,0,0,0
2611,silk_56.jpg_0,M,1,0,0,0,0
2612,silk_56.jpg_0,T,1,0,0,0,0
2613,desert_61.jpg_0,s,0,1,0,0,0
2614,desert_61.jpg_0,u,0,1,0,0,0
2615,desert_61.jpg_0,c,0,1,0,0,0
2616,desert_61.jpg_0,c,0,1,0,0,0
2617,desert_61.jpg_0,e,0,1,0,0,0
2618,desert_61.jpg_0,s,0,1,0,0,0
2619,desert_61.jpg_0,s,0,1,0,0,0
2620,desert_61.jpg_0,f,0,1,0,0,0
2621,desert_61.jpg_0,u,0,1,0,0,0
2622,desert_61.jpg_0,l,0,1,0,0,0
2623,desert_61.jpg_0,:,0,1,0,0,0
2624,hubble_72.jpg_0,e,0,0,0,0,1
2625,hubble_72.jpg_0,a,0,0,0,0,1
2626,hubble_72.jpg_0,s,0,0,0,0,1
2627,hubble_72.jpg_0,i,0,0,0,0,1
2628,hubble_72.jpg_0,l,0,0,0,0,1
2629,hubble_72.jpg_0,y,0,0,0,0,1
2630,hubble_72.jpg_0,.,0,0,0,0,1
2631,sea_91.jpg_0,c,0,1,0,0,0
2632,sea_91.jpg_0,a,0,1,0,0,0
2633,sea_91.jpg_0,n,0,1,0,0,0
2634,delhi_56.jpg_0,t,0,0,0,0,1
2635,delhi_56.jpg_0,h,0,0,0,0,1
2636,delhi_56.jpg_0,e,0,0,0,0,1
2637,clouds_134.jpg_0,n,0,0,0,1,0
2638,clouds_134.jpg_0,a,0,0,0,1,0
2639,clouds_134.jpg_0,v,0,0,0,1,0
2640,clouds_134.jpg_0,y,0,0,0,1,0
2641,roti_140.jpg_0,B,0,0,0,0,1
2642,roti_140.jpg_0,i,0,0,0,0,1
2643,roti_140.jpg_0,t,0,0,0,0,1
2644,roti_140.jpg_0,',0,0,0,0,1
2645,roti_140.jpg_0,s,0,0,0,0,1
2646,roti_140.jpg_0,.,0,0,0,0,1
2647,camping_142.jpg_0,m,0,0,0,1,0
2648,camping_142.jpg_0,o,0,0,0,1,0
2649,camping_142.jpg_0,n,0,0,0,1,0
2650,camping_142.jpg_0,e,0,0,0,1,0
2651,camping_142.jpg_0,y,0,0,0,1,0
2652,camping_142.jpg_0,.,0,0,0,1,0
2653,monuments_43.jpg_0,w,0,1,0,0,0
2654,monuments_43.jpg_0,o,0,1,0,0,0
2655,monuments_43.jpg_0,r,0,1,0,0,0
2656,monuments_43.jpg_0,l,0,1,0,0,0
2657,monuments_43.jpg_0,d,0,1,0,0,0
2658,farm_85.jpg_0,t,0,0,1,0,0
2659,farm_85.jpg_0,h,0,0,1,0,0
2660,farm_85.jpg_0,e,0,0,1,0,0
2661,silk_143.jpg_0,w,0,1,0,0,0
2662,silk_143.jpg_0,r,0,1,0,0,0
2663,silk_143.jpg_0,i,0,1,0,0,0
2664,silk_143.jpg_0,t,0,1,0,0,0
2665,silk_143.jpg_0,e,0,1,0,0,0
2666,silk_143.jpg_0,s,0,1,0,0,0
2667,silk_143.jpg_0,:,0,1,0,0,0
2668,nile_20.jpg_0,a,0,0,0,0,1
2669,nile_20.jpg_0,r,0,0,0,0,1
2670,nile_20.jpg_0,t,0,0,0,0,1
2671,nile_20.jpg_0,i,0,0,0,0,1
2672,nile_20.jpg_0,c,0,0,0,0,1
2673,nile_20.jpg_0,l,0,0,0,0,1
2674,nile_20.jpg_0,e,0,0,0,0,1
2675,roti_149.jpg_0,r,0,1,0,0,0
2676,roti_149.jpg_0,e,0,1,0,0,0
2677,roti_149.jpg_0,a,0,1,0,0,0
2678,roti_149.jpg_0,l,0,1,0,0,0
2679,roti_149.jpg_0,.,0,1,0,0,0
2680,texture_21.jpg_0,c,0,0,0,0,1
2681,texture_21.jpg_0,a,0,0,0,0,1
2682,texture_21.jpg_0,n,0,0,0,0,1
2683,night_8.jpg_0,a,0,1,0,0,0
2684,night_8.jpg_0,r,0,1,0,0,0
2685,night_8.jpg_0,e,0,1,0,0,0
2686,night_8.jpg_0,:,0,1,0,0,0
2687,pottery_13.jpg_0,w,1,0,0,0,0
2688,pottery_13.jpg_0,h,1,0,0,0,0
2689,pottery_13.jpg_0,y,1,0,0,0,0
2690,koala_22.jpg_0,>,0,1,0,0,0
2691,koala_22.jpg_0,>,0,1,0,0,0
2692,koala_22.jpg_0,w,0,1,0,0,0
2693,koala_22.jpg_0,o,0,1,0,0,0
2694,koala_22.jpg_0,r,0,1,0,0,0
2695,koala_22.jpg_0,k,0,1,0,0,0
2696,cows_146.jpg_0,o,0,0,0,1,0
2697,cows_146.jpg_0,n,0,0,0,1,0
2698,cows_146.jpg_0,c,0,0,0,1,0
2699,cows_146.jpg_0,e,0,0,0,1,0
2700,hill_95.jpg_0,t,0,1,0,0,0
2701,hill_95.jpg_0,h,0,1,0,0,0
2702,hill_95.jpg_0,e,0,1,0,0,0
2703,hubble_100.jpg_0,P,0,0,0,0,1
2704,hubble_100.jpg_0,a,0,0,0,0,1
2705,hubble_100.jpg_0,t,0,0,0,0,1
2706,hubble_100.jpg_0,r,0,0,0,0,1
2707,hubble_100.jpg_0,i,0,0,0,0,1
2708,hubble_100.jpg_0,c,0,0,0,0,1
2709,hubble_100.jpg_0,k,0,0,0,0,1
2710,concert_1.jpg_0,a,0,0,0,1,0
2711,concert_1.jpg_0,n,0,0,0,1,0
2712,concert_1.jpg_0,d,0,0,0,1,0
2713,berkeley_28.jpeg_0,h,0,0,1,0,0
2714,berkeley_28.jpeg_0,a,0,0,1,0,0
2715,berkeley_28.jpeg_0,v,0,0,1,0,0
2716,berkeley_28.jpeg_0,e,0,0,1,0,0
2717,kathmandu_33.jpg_0,>,0,0,1,0,0
2718,kathmandu_33.jpg_0,W,0,0,1,0,0
2719,kathmandu_33.jpg_0,e,0,0,1,0,0
2720,bedroom_91.jpg_0,"""",0,1,0,0,0
2721,bedroom_91.jpg_0,T,0,1,0,0,0
2722,bedroom_91.jpg_0,h,0,1,0,0,0
2723,bedroom_91.jpg_0,e,0,1,0,0,0
2724,bedroom_91.jpg_0,r,0,1,0,0,0
2725,bedroom_91.jpg_0,e,0,1,0,0,0
2726,woollens_43.jpg_0,F,0,0,0,0,1
2727,woollens_43.jpg_0,r,0,0,0,0,1
2728,woollens_43.jpg_0,o,0,0,0,0,1
2729,woollens_43.jpg_0,m,0,0,0,0,1
2730,woollens_43.jpg_0,:,0,0,0,0,1
2731,night_113.jpg_0,h,0,1,0,0,0
2732,night_113.jpg_0,o,0,1,0,0,0
2733,night_113.jpg_0,w,0,1,0,0,0
2734,aquarium_3.jpg_0,h,1,0,0,0,0
2735,aquarium_3.jpg_0,a,1,0,0,0,0
2736,aquarium_3.jpg_0,v,1,0,0,0,0
2737,aquarium_3.jpg_0,e,1,0,0,0,0
2738,house+cat_23.jpg_0,M,1,0,0,0,0
2739,house+cat_23.jpg_0,a,1,0,0,0,0
2740,house+cat_23.jpg_0,i,1,0,0,0,0
2741,house+cat_23.jpg_0,n,1,0,0,0,0
2742,house+cat_23.jpg_0,z,1,0,0,0,0
2743,living+room_9.jpeg_0,t,0,0,0,0,1
2744,living+room_9.jpeg_0,h,0,0,0,0,1
2745,living+room_9.jpeg_0,e,0,0,0,0,1
2746,zebra_93.jpg_0,a,0,0,1,0,0
2747,zebra_93.jpg_0,n,0,0,1,0,0
2748,zebra_93.jpg_0,d,0,0,1,0,0
2749,person_54.jpg_0,a,0,0,1,0,0
2750,person_54.jpg_0,r,0,0,1,0,0
2751,person_54.jpg_0,e,0,0,1,0,0
2752,road_148.jpg_0,n,0,0,1,0,0
2753,road_148.jpg_0,o,0,0,1,0,0
2754,road_148.jpg_0,t,0,0,1,0,0
2755,resort_146.jpg_0,R,0,1,0,0,0
2756,resort_146.jpg_0,i,0,1,0,0,0
2757,resort_146.jpg_0,c,0,1,0,0,0
2758,resort_146.jpg_0,h,0,1,0,0,0
2759,person_6.jpg_0,i,0,0,1,0,0
2760,person_6.jpg_0,t,0,0,1,0,0
2761,person_6.jpg_0,h,0,0,1,0,0
2762,sun_7.jpg_0,w,0,0,1,0,0
2763,sun_7.jpg_0,i,0,0,1,0,0
2764,sun_7.jpg_0,l,0,0,1,0,0
2765,sun_7.jpg_0,l,0,0,1,0,0
2766,desert_135.jpg_0,h,0,0,0,1,0
2767,desert_135.jpg_0,a,0,0,0,1,0
2768,desert_135.jpg_0,v,0,0,0,1,0
2769,desert_135.jpg_0,e,0,0,0,1,0
2770,planet_84.jpg_0,s,0,0,0,1,0
2771,planet_84.jpg_0,e,0,0,0,1,0
2772,planet_84.jpg_0,n,0,0,0,1,0
2773,planet_84.jpg_0,d,0,0,0,1,0
2774,cream_87.jpg_0,I,0,0,1,0,0
2775,cream_87.jpg_0,',0,0,1,0,0
2776,cream_87.jpg_0,m,0,0,1,0,0
2777,hiking_18.jpg_0,-,0,1,0,0,0
2778,hiking_18.jpg_0,A,0,1,0,0,0
2779,hiking_18.jpg_0,r,0,1,0,0,0
2780,hiking_18.jpg_0,t,0,1,0,0,0
2781,hiking_18.jpg_0,h,0,1,0,0,0
2782,hiking_18.jpg_0,u,0,1,0,0,0
2783,hiking_18.jpg_0,r,0,1,0,0,0
2784,hill_45.jpg_0,w,0,1,0,0,0
2785,hill_45.jpg_0,a,0,1,0,0,0
2786,hill_45.jpg_0,y,0,1,0,0,0
2787,crater_32.jpg_0,u,0,0,1,0,0
2788,crater_32.jpg_0,s,0,0,1,0,0
2789,crater_32.jpg_0,e,0,0,1,0,0
2790,night_81.jpg_0,a,1,0,0,0,0
2791,night_81.jpg_0,n,1,0,0,0,0
2792,night_81.jpg_0,d,1,0,0,0,0
2793,jogging_130.jpg_0,>,0,1,0,0,0
2794,jogging_130.jpg_0,o,0,1,0,0,0
2795,jogging_130.jpg_0,f,0,1,0,0,0
2796,living+room_147.jpg_0,a,0,0,0,0,1
2797,living+room_147.jpg_0,n,0,0,0,0,1
2798,living+room_147.jpg_0,d,0,0,0,0,1
2799,rain_34.jpg_0,>,0,0,1,0,0
2800,rain_34.jpg_0,T,0,0,1,0,0
2801,rain_34.jpg_0,h,0,0,1,0,0
2802,rain_34.jpg_0,a,0,0,1,0,0
2803,rain_34.jpg_0,n,0,0,1,0,0
2804,rain_34.jpg_0,k,0,0,1,0,0
2805,rain_34.jpg_0,s,0,0,1,0,0
2806,farmer_49.jpg_0,t,0,1,0,0,0
2807,farmer_49.jpg_0,h,0,1,0,0,0
2808,farmer_49.jpg_0,e,0,1,0,0,0
2809,concert_19.jpg_0,R,0,0,0,0,1
2810,concert_19.jpg_0,e,0,0,0,0,1
2811,concert_19.jpg_0,:,0,0,0,0,1
2812,kathak_20.jpg_0,G,0,1,0,0,0
2813,kathak_20.jpg_0,M,0,1,0,0,0
2814,kathak_20.jpg_0,T,0,1,0,0,0
2815,person_12.jpg_0,t,0,0,0,0,1
2816,person_12.jpg_0,h,0,0,0,0,1
2817,person_12.jpg_0,e,0,0,0,0,1
2818,asphalt_132.jpg_0,W,0,0,1,0,0
2819,asphalt_132.jpg_0,O,0,0,1,0,0
2820,asphalt_132.jpg_0,R,0,0,1,0,0
2821,asphalt_132.jpg_0,K,0,0,1,0,0
2822,aquarium_89.jpg_0,A,0,0,0,0,1
2823,aquarium_89.jpg_0,p,0,0,0,0,1
2824,aquarium_89.jpg_0,r,0,0,0,0,1
2825,farmer_55.jpg_0,a,0,1,0,0,0
2826,farmer_55.jpg_0,n,0,1,0,0,0
2827,farmer_55.jpg_0,d,0,1,0,0,0
2828,silk_117.jpg_0,t,0,1,0,0,0
2829,silk_117.jpg_0,h,0,1,0,0,0
